rank,code,symbol,name,latest_date,weekly_date,close,weekly_close,score,score_max,score_pct,condition_count,star_pass_count,pickup_flag,passed_conditions,failed_star_conditions,failed_star_numbers,kabutan_url,weekly_ichimoku_status,daily_sma5,daily_sma25,daily_ma5_slope,weekly_sma13,weekly_sma26,weekly_sma52,weekly_ma13_slope,weekly_ma13_deviation_pct,daily_bb_position,daily_bb_upper1,daily_bb_lower1,weekly_bb_position,weekly_bb_upper1,weekly_bb_upper2,weekly_bb_width,weekly_bb_width_prev,weekly_bb_expanding,daily_bb_width,daily_bb_width_prev,daily_bb_width_ratio,daily_bb_width_ratio_prev,bb_squeeze_days,bb_squeeze_breakout_recent,bb_squeeze_breakout_days_ago,bb_squeeze_tag,bb_squeeze_reason,volatility_6m_pct,volatility_6m_ok,volatility_tag,daily_rsi14,weekly_rsi14,daily_macd,daily_macd_signal,daily_macd_hist,weekly_macd,weekly_macd_signal,weekly_macd_hist,daily_cloud_upper,daily_cloud_lower,daily_cloud_margin_pct,weekly_cloud_upper,weekly_cloud_lower,weekly_cloud_margin_pct,updated_at_jst,c01_daily_price_gt_ma5,point_c01_daily_price_gt_ma5,cond_01,cond_01_label,cond_01_points,cond_01_max_points,cond_01_value,cond_01_comment,cond_01_is_star,c02_daily_ma5_slope_positive,point_c02_daily_ma5_slope_positive,cond_02,cond_02_label,cond_02_points,cond_02_max_points,cond_02_value,cond_02_comment,cond_02_is_star,c03_daily_ma5_gt_ma25,point_c03_daily_ma5_gt_ma25,cond_03,cond_03_label,cond_03_points,cond_03_max_points,cond_03_value,cond_03_comment,cond_03_is_star,c04_weekly_ma_13_26_52,point_c04_weekly_ma_13_26_52,cond_04,cond_04_label,cond_04_points,cond_04_max_points,cond_04_value,cond_04_comment,cond_04_is_star,c05_weekly_ma13_slope_positive,point_c05_weekly_ma13_slope_positive,cond_05,cond_05_label,cond_05_points,cond_05_max_points,cond_05_value,cond_05_comment,cond_05_is_star,c06_weekly_ma13_deviation_le_10pct,point_c06_weekly_ma13_deviation_le_10pct,cond_06,cond_06_label,cond_06_points,cond_06_max_points,cond_06_value,cond_06_comment,cond_06_is_star,c07_daily_bb_outside_1sigma,point_c07_daily_bb_outside_1sigma,cond_07,cond_07_label,cond_07_points,cond_07_max_points,cond_07_value,cond_07_comment,cond_07_is_star,c08_weekly_bb_ok,point_c08_weekly_bb_ok,cond_08,cond_08_label,cond_08_points,cond_08_max_points,cond_08_value,cond_08_comment,cond_08_is_star,c09_daily_macd_ok,point_c09_daily_macd_ok,cond_09,cond_09_label,cond_09_points,cond_09_max_points,cond_09_value,cond_09_comment,cond_09_is_star,c10_weekly_macd_gc,point_c10_weekly_macd_gc,cond_10,cond_10_label,cond_10_points,cond_10_max_points,cond_10_value,cond_10_comment,cond_10_is_star,c11_daily_rsi_ok,point_c11_daily_rsi_ok,cond_11,cond_11_label,cond_11_points,cond_11_max_points,cond_11_value,cond_11_comment,cond_11_is_star,c12_weekly_rsi_ok,point_c12_weekly_rsi_ok,cond_12,cond_12_label,cond_12_points,cond_12_max_points,cond_12_value,cond_12_comment,cond_12_is_star,c13_daily_ichimoku_above_cloud,point_c13_daily_ichimoku_above_cloud,cond_13,cond_13_label,cond_13_points,cond_13_max_points,cond_13_value,cond_13_comment,cond_13_is_star,c14_weekly_ichimoku_above_cloud,point_c14_weekly_ichimoku_above_cloud,cond_14,cond_14_label,cond_14_points,cond_14_max_points,cond_14_value,cond_14_comment,cond_14_is_star,next_earnings_date,next_earnings_company_name,next_earnings_fiscal_year,next_earnings_fiscal_quarter,business_days_to_next_earnings,earnings_tag,earnings_tag_reason,jquants_code
1,7089,7089.T,フォースタートアップス,2026-05-20,2026-05-22,1474.0,1474.0,29,34,85.3,9,5,True,③ 日足5MA＞25MA / ④★ 週足13MA＞26MA＞52MA / ⑤★ 週足13MAの傾きが正 / ⑧★ 週足BB条件 / ⑨ 日足MACD GC後 or 乖離 / ⑩★ 週足MACD GC後 / ⑫ 週足RSI 10以下 or 60以上 / ⑬ 日足一目均衡表の雲より株価が上 / ⑭★ 週足一目均衡表の雲より株価が上,,,https://kabutan.jp/stock/?code=7089,雲上,1526.8,1330.72,-34.6,1288.62,1157.27,1021.36,13.15,14.39,中心線〜+1σ,1515.44,1202.76,+1σ〜+2σ,1368.94,1531.59,0.5393,0.542,False,0.4601,0.4688,0.4243,0.402,0,False,274.0,,日足BB2σ幅率10%以内が10営業日以上続いた後の、直近3営業日以内のBB拡大は確認できません。,92.18,True,ボラOK,58.61,70.13,86.3076,67.8851,18.4225,109.5582,91.0328,18.5255,1225.75,1152.0,20.25,922.75,759.25,59.74,2026-05-20 19:57:11+0900,False,0,×,① 日足5MA＜株価,0,1,"終値 1,474.00 / 5MA 1,526.80",株価が5MA以下,False,False,0,×,② 日足5MAの傾きが正,0,1,5MA傾き -34.60,短期線が下向き/横ばい未満,False,True,1,○,③ 日足5MA＞25MA,1,1,"5MA 1,526.80 / 25MA 1,330.72",短期線が中期線を上回る,False,True,5,○,④★ 週足13MA＞26MA＞52MA,5,5,"13MA 1,288.62 / 26MA 1,157.27 / 52MA 1,021.36",週足の上昇配列,True,True,5,○,⑤★ 週足13MAの傾きが正,5,5,週13MA傾き 13.15,週足13MAが上向き,True,False,0,×,⑥ 13MAの＋乖離率10％以下,0,1,13MA乖離 +14.39%,13MAからの上方乖離が大きい可能性,False,False,0,×,⑦ 日足BB +1σ以上 or -1σ以下,0,1,日足BB位置 中心線〜+1σ,±1σ内で動意は限定的,False,True,5,○,⑧★ 週足BB条件,5,5,週足BB位置 +1σ〜+2σ / BW 非拡大,週足BB条件内,True,True,1,○,⑨ 日足MACD GC後 or 乖離,1,1,MACD 86.3076 / Signal 67.8851 / Hist 18.4225,日足MACDは改善傾向,False,True,5,○,⑩★ 週足MACD GC後,5,5,週MACD 109.5582 / Signal 91.0328,週足MACDがGC後,True,False,0,×,⑪ 日足RSI 10以下 or 60以上,0,1,日足RSI 58.61,RSIが中立圏,False,True,1,○,⑫ 週足RSI 10以下 or 60以上,1,1,週足RSI 70.13,週足RSI条件内,False,True,1,○,⑬ 日足一目均衡表の雲より株価が上,1,1,"日足雲上限 1,225.75 / 乖離 +20.25%",日足で雲上,False,True,5,○,⑭★ 週足一目均衡表の雲より株価が上,5,5,週足雲上限 922.75 / 乖離 +59.74%,週足で雲上,True,,,,,,決算予定未取得,JQUANTS_API_KEY未設定のため決算予定日を取得していません,70890
2,3566,3566.T,ユニフォームネクスト,2026-05-20,2026-05-22,864.0,864.0,28,34,82.4,8,5,True,③ 日足5MA＞25MA / ④★ 週足13MA＞26MA＞52MA / ⑤★ 週足13MAの傾きが正 / ⑧★ 週足BB条件 / ⑩★ 週足MACD GC後 / ⑫ 週足RSI 10以下 or 60以上 / ⑬ 日足一目均衡表の雲より株価が上 / ⑭★ 週足一目均衡表の雲より株価が上,,,https://kabutan.jp/stock/?code=3566,雲上,893.0,837.8,-9.0,772.15,729.51,667.32,10.38,11.89,中心線〜+1σ,899.05,803.05,+1σ〜+2σ,827.07,908.19,0.435,0.4244,True,0.2256,0.2299,0.2222,0.2193,0,False,23.0,,日足BB2σ幅率10%以内が10営業日以上続いた後の、直近3営業日以内のBB拡大は確認できません。,51.42,True,ボラOK,55.69,66.46,38.8533,40.7156,-1.8624,59.2532,41.8077,17.4456,704.5,704.0,22.64,639.55,591.16,35.09,2026-05-20 19:57:10+0900,False,0,×,① 日足5MA＜株価,0,1,終値 864.00 / 5MA 893.00,株価が5MA以下,False,False,0,×,② 日足5MAの傾きが正,0,1,5MA傾き -9.00,短期線が下向き/横ばい未満,False,True,1,○,③ 日足5MA＞25MA,1,1,5MA 893.00 / 25MA 837.80,短期線が中期線を上回る,False,True,5,○,④★ 週足13MA＞26MA＞52MA,5,5,13MA 772.15 / 26MA 729.51 / 52MA 667.32,週足の上昇配列,True,True,5,○,⑤★ 週足13MAの傾きが正,5,5,週13MA傾き 10.38,週足13MAが上向き,True,False,0,×,⑥ 13MAの＋乖離率10％以下,0,1,13MA乖離 +11.89%,13MAからの上方乖離が大きい可能性,False,False,0,×,⑦ 日足BB +1σ以上 or -1σ以下,0,1,日足BB位置 中心線〜+1σ,±1σ内で動意は限定的,False,True,5,○,⑧★ 週足BB条件,5,5,週足BB位置 +1σ〜+2σ / BW 拡大,週足BB条件内,True,False,0,×,⑨ 日足MACD GC後 or 乖離,0,1,MACD 38.8533 / Signal 40.7156 / Hist -1.8624,日足MACDが弱い,False,True,5,○,⑩★ 週足MACD GC後,5,5,週MACD 59.2532 / Signal 41.8077,週足MACDがGC後,True,False,0,×,⑪ 日足RSI 10以下 or 60以上,0,1,日足RSI 55.69,RSIが中立圏,False,True,1,○,⑫ 週足RSI 10以下 or 60以上,1,1,週足RSI 66.46,週足RSI条件内,False,True,1,○,⑬ 日足一目均衡表の雲より株価が上,1,1,日足雲上限 704.50 / 乖離 +22.64%,日足で雲上,False,True,5,○,⑭★ 週足一目均衡表の雲より株価が上,5,5,週足雲上限 639.55 / 乖離 +35.09%,週足で雲上,True,,,,,,決算予定未取得,JQUANTS_API_KEY未設定のため決算予定日を取得していません,35660
3,9270,9270.T,バリュエンスホールディングス,2026-05-20,2026-05-22,2264.0,2264.0,24,34,70.6,8,4,False,④★ 週足13MA＞26MA＞52MA / ⑤★ 週足13MAの傾きが正 / ⑥ 13MAの＋乖離率10％以下 / ⑦ 日足BB +1σ以上 or -1σ以下 / ⑩★ 週足MACD GC後 / ⑫ 週足RSI 10以下 or 60以上 / ⑬ 日足一目均衡表の雲より株価が上 / ⑭★ 週足一目均衡表の雲より株価が上,⑧★ 週足BB条件,8,https://kabutan.jp/stock/?code=9270,雲上,2314.0,2436.76,-43.6,2107.69,1749.38,1339.89,41.54,7.42,-2σ〜-1σ,2529.95,2294.15,中心線〜+1σ,2284.39,2597.29,0.6348,0.7365,False,0.1955,0.2088,0.2083,0.2199,0,False,152.0,,日足BB2σ幅率10%以内が10営業日以上続いた後の、直近3営業日以内のBB拡大は確認できません。,216.44,True,ボラOK,46.8,63.87,33.0266,72.4783,-39.4517,300.8213,284.6985,16.1229,1903.75,1879.0,18.92,965.69,871.63,134.44,2026-05-20 19:57:16+0900,False,0,×,① 日足5MA＜株価,0,1,"終値 2,264.00 / 5MA 2,314.00",株価が5MA以下,False,False,0,×,② 日足5MAの傾きが正,0,1,5MA傾き -43.60,短期線が下向き/横ばい未満,False,False,0,×,③ 日足5MA＞25MA,0,1,"5MA 2,314.00 / 25MA 2,436.76",5MAが25MA以下,False,True,5,○,④★ 週足13MA＞26MA＞52MA,5,5,"13MA 2,107.69 / 26MA 1,749.38 / 52MA 1,339.89",週足の上昇配列,True,True,5,○,⑤★ 週足13MAの傾きが正,5,5,週13MA傾き 41.54,週足13MAが上向き,True,True,1,○,⑥ 13MAの＋乖離率10％以下,1,1,13MA乖離 +7.42%,過熱が10%以内,False,True,1,○,⑦ 日足BB +1σ以上 or -1σ以下,1,1,日足BB位置 -2σ〜-1σ,±1σ外側で動意あり,False,False,0,×,⑧★ 週足BB条件,0,5,週足BB位置 中心線〜+1σ / BW 非拡大,週足BB条件が未成立,True,False,0,×,⑨ 日足MACD GC後 or 乖離,0,1,MACD 33.0266 / Signal 72.4783 / Hist -39.4517,日足MACDが弱い,False,True,5,○,⑩★ 週足MACD GC後,5,5,週MACD 300.8213 / Signal 284.6985,週足MACDがGC後,True,False,0,×,⑪ 日足RSI 10以下 or 60以上,0,1,日足RSI 46.80,RSIが中立圏,False,True,1,○,⑫ 週足RSI 10以下 or 60以上,1,1,週足RSI 63.87,週足RSI条件内,False,True,1,○,⑬ 日足一目均衡表の雲より株価が上,1,1,"日足雲上限 1,903.75 / 乖離 +18.92%",日足で雲上,False,True,5,○,⑭★ 週足一目均衡表の雲より株価が上,5,5,週足雲上限 965.69 / 乖離 +134.44%,週足で雲上,True,,,,,,決算予定未取得,JQUANTS_API_KEY未設定のため決算予定日を取得していません,92700
4,5592,5592.T,くすりの窓口,2026-05-20,2026-05-22,3005.0,3005.0,22,34,64.7,10,3,False,① 日足5MA＜株価 / ② 日足5MAの傾きが正 / ③ 日足5MA＞25MA / ⑤★ 週足13MAの傾きが正 / ⑦ 日足BB +1σ以上 or -1σ以下 / ⑧★ 週足BB条件 / ⑨ 日足MACD GC後 or 乖離 / ⑩★ 週足MACD GC後 / ⑪ 日足RSI 10以下 or 60以上 / ⑬ 日足一目均衡表の雲より株価が上,④★ 週足13MA＞26MA＞52MA / ⑭★ 週足一目均衡表の雲より株価が上,4 / 14,https://kabutan.jp/stock/?code=5592,雲中/雲下/判定不可,2889.8,2817.08,44.6,2706.45,2670.25,3015.83,25.05,11.03,+1σ〜+2σ,2953.16,2750.44,+1σ〜+2σ,2849.52,3008.03,0.2356,0.2121,True,0.1422,0.1361,0.1349,0.1299,0,False,306.0,,日足BB2σ幅率10%以内が10営業日以上続いた後の、直近3営業日以内のBB拡大は確認できません。,45.17,True,ボラOK,63.89,57.91,67.2057,63.3794,3.8263,2.2521,-55.5361,57.7882,2591.21,2556.35,15.97,3532.19,2934.69,-14.93,2026-05-20 19:57:03+0900,True,1,○,① 日足5MA＜株価,1,1,"終値 3,005.00 / 5MA 2,889.80",株価が短期平均線を上回る,False,True,1,○,② 日足5MAの傾きが正,1,1,5MA傾き 44.60,短期線が上向き,False,True,1,○,③ 日足5MA＞25MA,1,1,"5MA 2,889.80 / 25MA 2,817.08",短期線が中期線を上回る,False,False,0,×,④★ 週足13MA＞26MA＞52MA,0,5,"13MA 2,706.45 / 26MA 2,670.25 / 52MA 3,015.83",週足MA配列が未成立,True,True,5,○,⑤★ 週足13MAの傾きが正,5,5,週13MA傾き 25.05,週足13MAが上向き,True,False,0,×,⑥ 13MAの＋乖離率10％以下,0,1,13MA乖離 +11.03%,13MAからの上方乖離が大きい可能性,False,True,1,○,⑦ 日足BB +1σ以上 or -1σ以下,1,1,日足BB位置 +1σ〜+2σ,±1σ外側で動意あり,False,True,5,○,⑧★ 週足BB条件,5,5,週足BB位置 +1σ〜+2σ / BW 拡大,週足BB条件内,True,True,1,○,⑨ 日足MACD GC後 or 乖離,1,1,MACD 67.2057 / Signal 63.3794 / Hist 3.8263,日足MACDは改善傾向,False,True,5,○,⑩★ 週足MACD GC後,5,5,週MACD 2.2521 / Signal -55.5361,週足MACDがGC後,True,True,1,○,⑪ 日足RSI 10以下 or 60以上,1,1,日足RSI 63.89,RSI条件内,False,False,0,×,⑫ 週足RSI 10以下 or 60以上,0,1,週足RSI 57.91,週足RSIが中立圏,False,True,1,○,⑬ 日足一目均衡表の雲より株価が上,1,1,"日足雲上限 2,591.21 / 乖離 +15.97%",日足で雲上,False,False,0,×,⑭★ 週足一目均衡表の雲より株価が上,0,5,"週足雲上限 3,532.19 / 乖離 -14.93%",週足で雲上未達,True,,,,,,決算予定未取得,JQUANTS_API_KEY未設定のため決算予定日を取得していません,55920
5,366A,366A.T,ウェルネス・コミュニケーションズ,2026-05-20,2026-05-22,1112.0,1112.0,22,34,64.7,10,3,False,① 日足5MA＜株価 / ② 日足5MAの傾きが正 / ③ 日足5MA＞25MA / ⑤★ 週足13MAの傾きが正 / ⑦ 日足BB +1σ以上 or -1σ以下 / ⑧★ 週足BB条件 / ⑨ 日足MACD GC後 or 乖離 / ⑩★ 週足MACD GC後 / ⑪ 日足RSI 10以下 or 60以上 / ⑬ 日足一目均衡表の雲より株価が上,④★ 週足13MA＞26MA＞52MA / ⑭★ 週足一目均衡表の雲より株価が上,4 / 14,https://kabutan.jp/stock/?code=366A,雲中/雲下/判定不可,1061.6,1014.8,26.2,992.91,1023.33,,15.85,11.99,+1σ〜+2σ,1063.18,960.92,+1σ〜+2σ,1064.56,1129.33,0.2591,0.2447,True,0.2021,0.1816,0.1839,0.1625,0,False,,,日足BB2σ幅率10%以内が10営業日以上続いた後の、直近3営業日以内のBB拡大は確認できません。,68.51,True,ボラOK,64.0,54.06,21.279,7.275,14.004,-47.5248,-77.131,29.6062,968.57,967.81,14.81,,,,2026-05-20 19:57:06+0900,True,1,○,① 日足5MA＜株価,1,1,"終値 1,112.00 / 5MA 1,061.60",株価が短期平均線を上回る,False,True,1,○,② 日足5MAの傾きが正,1,1,5MA傾き 26.20,短期線が上向き,False,True,1,○,③ 日足5MA＞25MA,1,1,"5MA 1,061.60 / 25MA 1,014.80",短期線が中期線を上回る,False,False,0,×,④★ 週足13MA＞26MA＞52MA,0,5,"13MA 992.91 / 26MA 1,023.33 / 52MA 判定不可",週足MA配列が未成立,True,True,5,○,⑤★ 週足13MAの傾きが正,5,5,週13MA傾き 15.85,週足13MAが上向き,True,False,0,×,⑥ 13MAの＋乖離率10％以下,0,1,13MA乖離 +11.99%,13MAからの上方乖離が大きい可能性,False,True,1,○,⑦ 日足BB +1σ以上 or -1σ以下,1,1,日足BB位置 +1σ〜+2σ,±1σ外側で動意あり,False,True,5,○,⑧★ 週足BB条件,5,5,週足BB位置 +1σ〜+2σ / BW 拡大,週足BB条件内,True,True,1,○,⑨ 日足MACD GC後 or 乖離,1,1,MACD 21.2790 / Signal 7.2750 / Hist 14.0040,日足MACDは改善傾向,False,True,5,○,⑩★ 週足MACD GC後,5,5,週MACD -47.5248 / Signal -77.1310,週足MACDがGC後,True,True,1,○,⑪ 日足RSI 10以下 or 60以上,1,1,日足RSI 64.00,RSI条件内,False,False,0,×,⑫ 週足RSI 10以下 or 60以上,0,1,週足RSI 54.06,週足RSIが中立圏,False,True,1,○,⑬ 日足一目均衡表の雲より株価が上,1,1,日足雲上限 968.57 / 乖離 +14.81%,日足で雲上,False,False,0,×,⑭★ 週足一目均衡表の雲より株価が上,0,5,週足雲上限 判定不可 / 乖離 判定不可,週足で雲上未達,True,,,,,,決算予定未取得,JQUANTS_API_KEY未設定のため決算予定日を取得していません,366A0
6,3939,3939.T,カナミックネットワーク,2026-05-20,2026-05-22,516.0,516.0,19,34,55.9,7,3,False,① 日足5MA＜株価 / ④★ 週足13MA＞26MA＞52MA / ⑥ 13MAの＋乖離率10％以下 / ⑦ 日足BB +1σ以上 or -1σ以下 / ⑧★ 週足BB条件 / ⑨ 日足MACD GC後 or 乖離 / ⑭★ 週足一目均衡表の雲より株価が上,⑤★ 週足13MAの傾きが正 / ⑩★ 週足MACD GC後,5 / 10,https://kabutan.jp/stock/?code=3939,雲上,513.8,542.12,-6.0,530.54,530.23,493.83,-0.77,-2.74,-2σ〜-1σ,561.82,523.68,-1σ〜中心線,547.71,568.43,0.1572,0.1562,True,0.1405,0.1366,0.1478,0.1435,0,False,84.0,,日足BB2σ幅率10%以内が10営業日以上続いた後の、直近3営業日以内のBB拡大は確認できません。,23.26,False,ボラ不足,41.46,48.98,-4.7706,0.2689,-5.0396,7.9501,10.7928,-2.8427,520.5,516.5,-0.86,482.71,444.32,6.9,2026-05-20 19:57:11+0900,True,1,○,① 日足5MA＜株価,1,1,終値 516.00 / 5MA 513.80,株価が短期平均線を上回る,False,False,0,×,② 日足5MAの傾きが正,0,1,5MA傾き -6.00,短期線が下向き/横ばい未満,False,False,0,×,③ 日足5MA＞25MA,0,1,5MA 513.80 / 25MA 542.12,5MAが25MA以下,False,True,5,○,④★ 週足13MA＞26MA＞52MA,5,5,13MA 530.54 / 26MA 530.23 / 52MA 493.83,週足の上昇配列,True,False,0,×,⑤★ 週足13MAの傾きが正,0,5,週13MA傾き -0.77,週足13MAが下向き/判定不可,True,True,1,○,⑥ 13MAの＋乖離率10％以下,1,1,13MA乖離 -2.74%,過熱が10%以内,False,True,1,○,⑦ 日足BB +1σ以上 or -1σ以下,1,1,日足BB位置 -2σ〜-1σ,±1σ外側で動意あり,False,True,5,○,⑧★ 週足BB条件,5,5,週足BB位置 -1σ〜中心線 / BW 拡大,週足BB条件内,True,True,1,○,⑨ 日足MACD GC後 or 乖離,1,1,MACD -4.7706 / Signal 0.2689 / Hist -5.0396,日足MACDは改善傾向,False,False,0,×,⑩★ 週足MACD GC後,0,5,週MACD 7.9501 / Signal 10.7928,週足MACDがGC未達,True,False,0,×,⑪ 日足RSI 10以下 or 60以上,0,1,日足RSI 41.46,RSIが中立圏,False,False,0,×,⑫ 週足RSI 10以下 or 60以上,0,1,週足RSI 48.98,週足RSIが中立圏,False,False,0,×,⑬ 日足一目均衡表の雲より株価が上,0,1,日足雲上限 520.50 / 乖離 -0.86%,日足で雲上未達,False,True,5,○,⑭★ 週足一目均衡表の雲より株価が上,5,5,週足雲上限 482.71 / 乖離 +6.90%,週足で雲上,True,,,,,,決算予定未取得,JQUANTS_API_KEY未設定のため決算予定日を取得していません,39390
7,4286,4286.T,ＣＬホールディングス,2026-05-20,2026-05-22,1130.0,1130.0,18,34,52.9,6,3,False,③ 日足5MA＞25MA / ④★ 週足13MA＞26MA＞52MA / ⑥ 13MAの＋乖離率10％以下 / ⑦ 日足BB +1σ以上 or -1σ以下 / ⑩★ 週足MACD GC後 / ⑭★ 週足一目均衡表の雲より株価が上,⑤★ 週足13MAの傾きが正 / ⑧★ 週足BB条件,5 / 8,https://kabutan.jp/stock/?code=4286,雲上,1186.0,1161.12,-14.2,1119.15,1108.46,1004.07,-1.77,0.97,-2σ〜-1σ,1207.46,1155.54,中心線〜+1σ,1169.99,1228.58,0.2109,0.2128,False,0.0879,0.0912,0.0919,0.0907,2,False,64.0,,日足BB2σ幅率10%以内が10営業日以上続いた後の、直近3営業日以内のBB拡大は確認できません。,38.55,True,ボラOK,45.76,53.62,19.9945,27.4071,-7.4127,42.1187,39.2642,2.8544,1136.0,1058.75,-0.53,1000.26,898.34,12.97,2026-05-20 19:57:04+0900,False,0,×,① 日足5MA＜株価,0,1,"終値 1,130.00 / 5MA 1,186.00",株価が5MA以下,False,False,0,×,② 日足5MAの傾きが正,0,1,5MA傾き -14.20,短期線が下向き/横ばい未満,False,True,1,○,③ 日足5MA＞25MA,1,1,"5MA 1,186.00 / 25MA 1,161.12",短期線が中期線を上回る,False,True,5,○,④★ 週足13MA＞26MA＞52MA,5,5,"13MA 1,119.15 / 26MA 1,108.46 / 52MA 1,004.07",週足の上昇配列,True,False,0,×,⑤★ 週足13MAの傾きが正,0,5,週13MA傾き -1.77,週足13MAが下向き/判定不可,True,True,1,○,⑥ 13MAの＋乖離率10％以下,1,1,13MA乖離 +0.97%,過熱が10%以内,False,True,1,○,⑦ 日足BB +1σ以上 or -1σ以下,1,1,日足BB位置 -2σ〜-1σ,±1σ外側で動意あり,False,False,0,×,⑧★ 週足BB条件,0,5,週足BB位置 中心線〜+1σ / BW 非拡大,週足BB条件が未成立,True,False,0,×,⑨ 日足MACD GC後 or 乖離,0,1,MACD 19.9945 / Signal 27.4071 / Hist -7.4127,日足MACDが弱い,False,True,5,○,⑩★ 週足MACD GC後,5,5,週MACD 42.1187 / Signal 39.2642,週足MACDがGC後,True,False,0,×,⑪ 日足RSI 10以下 or 60以上,0,1,日足RSI 45.76,RSIが中立圏,False,False,0,×,⑫ 週足RSI 10以下 or 60以上,0,1,週足RSI 53.62,週足RSIが中立圏,False,False,0,×,⑬ 日足一目均衡表の雲より株価が上,0,1,"日足雲上限 1,136.00 / 乖離 -0.53%",日足で雲上未達,False,True,5,○,⑭★ 週足一目均衡表の雲より株価が上,5,5,"週足雲上限 1,000.26 / 乖離 +12.97%",週足で雲上,True,,,,,,決算予定未取得,JQUANTS_API_KEY未設定のため決算予定日を取得していません,42860
8,4374,4374.T,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,2026-05-20,2026-05-22,2565.0,2565.0,18,34,52.9,10,2,False,① 日足5MA＜株価 / ② 日足5MAの傾きが正 / ③ 日足5MA＞25MA / ⑤★ 週足13MAの傾きが正 / ⑥ 13MAの＋乖離率10％以下 / ⑦ 日足BB +1σ以上 or -1σ以下 / ⑨ 日足MACD GC後 or 乖離 / ⑩★ 週足MACD GC後 / ⑪ 日足RSI 10以下 or 60以上 / ⑬ 日足一目均衡表の雲より株価が上,④★ 週足13MA＞26MA＞52MA / ⑧★ 週足BB条件 / ⑭★ 週足一目均衡表の雲より株価が上,4 / 8 / 14,https://kabutan.jp/stock/?code=4374,雲中/雲下/判定不可,2473.6,2326.08,23.0,2384.23,2568.8,2678.56,15.92,7.58,+2σ以上,2436.14,2219.06,中心線〜+1σ,2601.3,2770.75,0.2787,0.3388,False,0.1865,0.1636,0.1693,0.1462,0,True,3.0,BBスクイーズブレイク,日足BB2σ幅率が10%以内の状態が10営業日以上続いた後、BB幅が拡大しました。ブレイクから3営業日目です。,54.23,True,ボラOK,65.33,52.2,43.6,6.1583,37.4417,-96.6981,-108.8699,12.1717,2424.0,2387.5,5.82,2947.12,2545.14,-12.97,2026-05-20 19:57:13+0900,True,1,○,① 日足5MA＜株価,1,1,"終値 2,565.00 / 5MA 2,473.60",株価が短期平均線を上回る,False,True,1,○,② 日足5MAの傾きが正,1,1,5MA傾き 23.00,短期線が上向き,False,True,1,○,③ 日足5MA＞25MA,1,1,"5MA 2,473.60 / 25MA 2,326.08",短期線が中期線を上回る,False,False,0,×,④★ 週足13MA＞26MA＞52MA,0,5,"13MA 2,384.23 / 26MA 2,568.80 / 52MA 2,678.56",週足MA配列が未成立,True,True,5,○,⑤★ 週足13MAの傾きが正,5,5,週13MA傾き 15.92,週足13MAが上向き,True,True,1,○,⑥ 13MAの＋乖離率10％以下,1,1,13MA乖離 +7.58%,過熱が10%以内,False,True,1,○,⑦ 日足BB +1σ以上 or -1σ以下,1,1,日足BB位置 +2σ以上,±1σ外側で動意あり,False,False,0,×,⑧★ 週足BB条件,0,5,週足BB位置 中心線〜+1σ / BW 非拡大,週足BB条件が未成立,True,True,1,○,⑨ 日足MACD GC後 or 乖離,1,1,MACD 43.6000 / Signal 6.1583 / Hist 37.4417,日足MACDは改善傾向,False,True,5,○,⑩★ 週足MACD GC後,5,5,週MACD -96.6981 / Signal -108.8699,週足MACDがGC後,True,True,1,○,⑪ 日足RSI 10以下 or 60以上,1,1,日足RSI 65.33,RSI条件内,False,False,0,×,⑫ 週足RSI 10以下 or 60以上,0,1,週足RSI 52.20,週足RSIが中立圏,False,True,1,○,⑬ 日足一目均衡表の雲より株価が上,1,1,"日足雲上限 2,424.00 / 乖離 +5.82%",日足で雲上,False,False,0,×,⑭★ 週足一目均衡表の雲より株価が上,0,5,"週足雲上限 2,947.12 / 乖離 -12.97%",週足で雲上未達,True,,,,,,決算予定未取得,JQUANTS_API_KEY未設定のため決算予定日を取得していません,43740
